unique_id,y,ds
M13804,2370.98,2014-02-28 12:00:00
M13804,2386.6,2014-03-31 12:00:00
M13804,2408.4,2014-04-30 12:00:00
M13804,2438.37,2014-05-31 12:00:00
M13804,2466.68,2014-06-30 12:00:00
M13804,2511.59,2014-07-31 12:00:00
M13804,2548.13,2014-08-31 12:00:00
M13804,2586.5,2014-09-30 12:00:00
M13804,2618.16,2014-10-31 12:00:00
M13804,2643.54,2014-11-30 12:00:00
M13804,2679.14,2014-12-31 12:00:00
M13804,2702.75,2015-01-31 12:00:00
M13804,2723.57,2015-02-28 12:00:00
M13804,2746.8,2015-03-31 12:00:00
M13804,2768.98,2015-04-30 12:00:00
M13804,2792.71,2015-05-31 12:00:00
M13804,2802.01,2015-06-30 12:00:00
M13804,2849.21,2015-07-31 12:00:00
M13804,2872.75,2015-08-31 12:00:00
M13804,2900.73,2015-09-30 12:00:00
M13804,2931.14,2015-10-31 12:00:00
M13804,2951.5,2015-11-30 12:00:00
M13804,2977.86,2015-12-31 12:00:00
M13804,2970.92,2016-01-31 12:00:00
M13804,2976.69,2016-02-29 12:00:00
M13804,2997.69,2016-03-31 12:00:00
M13804,3009.28,2016-04-30 12:00:00
M13804,3038.66,2016-05-31 12:00:00
M13804,3080.48,2016-06-30 12:00:00
M13804,3117.38,2016-07-31 12:00:00
M13804,3140.75,2016-08-31 12:00:00
M13804,3188.24,2016-09-30 12:00:00
M13836,2927.22,2010-12-31 12:00:00
M13836,3009.37,2011-01-31 12:00:00
M13836,2893.34,2011-02-28 12:00:00
M13836,2846.37,2011-03-31 12:00:00
M13836,2890.16,2011-04-30 12:00:00
M13836,2969.0,2011-05-31 12:00:00
M13836,2862.32,2011-06-30 12:00:00
M13836,2879.26,2011-07-31 12:00:00
M13836,2982.6,2011-08-31 12:00:00
M13836,3357.95,2011-09-30 12:00:00
M13836,3061.98,2011-10-31 12:00:00
M13836,3098.27,2011-11-30 12:00:00
M13836,2941.51,2011-12-31 12:00:00
M13836,3373.01,2012-01-31 12:00:00
M13836,3430.8,2012-02-29 12:00:00
M13836,3071.47,2012-03-31 12:00:00
M13836,3410.95,2012-04-30 12:00:00
M13836,3680.94,2012-05-31 12:00:00
M13836,3333.2,2012-06-30 12:00:00
M13836,3177.46,2012-07-31 12:00:00
M13836,3136.0,2012-08-31 12:00:00
M13836,3115.68,2012-09-30 12:00:00
M13836,3164.23,2012-10-31 12:00:00
M13836,3150.27,2012-11-30 12:00:00
M13836,2683.91,2012-12-31 12:00:00
M13836,2932.02,2013-01-31 12:00:00
M13836,2925.68,2013-02-28 12:00:00
M13836,3035.92,2013-03-31 12:00:00
M13836,3110.57,2013-04-30 12:00:00
M13836,3054.15,2013-05-31 12:00:00
M13836,2818.07,2013-06-30 12:00:00
M13836,3066.91,2013-07-31 12:00:00
M13836,3025.2,2013-08-31 12:00:00
M13836,2803.81,2013-09-30 12:00:00
M13836,3001.94,2013-10-31 12:00:00
M13836,2990.22,2013-11-30 12:00:00
M13836,2596.97,2013-12-31 12:00:00
M13836,3258.55,2014-01-31 12:00:00
M13836,3267.02,2014-02-28 12:00:00
M13836,3132.34,2014-03-31 12:00:00
M13836,3366.41,2014-04-30 12:00:00
M13836,3273.78,2014-05-31 12:00:00
M13836,3196.5,2014-06-30 12:00:00
M13836,3383.6,2014-07-31 12:00:00
M13836,3257.26,2014-08-31 12:00:00
M13836,3059.42,2014-09-30 12:00:00
M13836,2961.43,2014-10-31 12:00:00
M13836,2856.58,2014-11-30 12:00:00
M13836,2522.48,2014-12-31 12:00:00
M13836,2942.64,2015-01-31 12:00:00
M13836,3101.52,2015-02-28 12:00:00
M13836,3084.81,2015-03-31 12:00:00
M13836,3120.74,2015-04-30 12:00:00
M13836,3119.58,2015-05-31 12:00:00
M13836,2845.22,2015-06-30 12:00:00
M13836,3189.78,2015-07-31 12:00:00
M13836,3000.33,2015-08-31 12:00:00
M13836,3033.94,2015-09-30 12:00:00
M13836,3046.52,2015-10-31 12:00:00
M13836,3160.06,2015-11-30 12:00:00
M13836,2964.86,2015-12-31 12:00:00
M13836,3213.1,2016-01-31 12:00:00
M13836,3310.08,2016-02-29 12:00:00
M13836,3201.28,2016-03-31 12:00:00
M13836,3420.35,2016-04-30 12:00:00
M13836,3537.22,2016-05-31 12:00:00
M13836,3294.69,2016-06-30 12:00:00
M13836,3135.72,2016-07-31 12:00:00
M13836,3096.0,2016-08-31 12:00:00
M13871,1849.4,2010-11-30 12:00:00
M13871,1530.5,2010-12-31 12:00:00
M13871,1520.5,2011-01-31 12:00:00
M13871,1464.7,2011-02-28 12:00:00
M13871,1388.3,2011-03-31 12:00:00
M13871,1442.4,2011-04-30 12:00:00
M13871,1467.0,2011-05-31 12:00:00
M13871,1419.5,2011-06-30 12:00:00
M13871,1450.4,2011-07-31 12:00:00
M13871,1440.3,2011-08-31 12:00:00
M13871,1459.5,2011-09-30 12:00:00
M13871,1472.4,2011-10-31 12:00:00
M13871,1477.2,2011-11-30 12:00:00
M13871,1402.4,2011-12-31 12:00:00
M13871,1386.1,2012-01-31 12:00:00
M13871,1270.2,2012-02-29 12:00:00
M13871,1261.7,2012-03-31 12:00:00
M13871,1320.4,2012-04-30 12:00:00
M13871,1306.0,2012-05-31 12:00:00
M13871,1285.0,2012-06-30 12:00:00
M13871,1261.4,2012-07-31 12:00:00
M13871,1260.8,2012-08-31 12:00:00
M13871,1280.6,2012-09-30 12:00:00
M13871,1267.9,2012-10-31 12:00:00
M13871,1223.7,2012-11-30 12:00:00
M13871,1224.6,2012-12-31 12:00:00
M13871,1354.8,2013-01-31 12:00:00
M13871,1233.2,2013-02-28 12:00:00
M13871,1297.5,2013-03-31 12:00:00
M13871,1216.5,2013-04-30 12:00:00
M13871,1254.8,2013-05-31 12:00:00
M13871,1286.4,2013-06-30 12:00:00
M13871,1326.8,2013-07-31 12:00:00
M13871,1315.7,2013-08-31 12:00:00
M13871,1344.9,2013-09-30 12:00:00
M13871,1346.1,2013-10-31 12:00:00
M13871,1328.5,2013-11-30 12:00:00
M13871,1406.9,2013-12-31 12:00:00
M13871,1351.0,2014-01-31 12:00:00
M13871,1177.2,2014-02-28 12:00:00
M13871,1136.9,2014-03-31 12:00:00
M13871,1143.6,2014-04-30 12:00:00
M13871,1169.9,2014-05-31 12:00:00
M13871,1156.5,2014-06-30 12:00:00
M13871,1226.2,2014-07-31 12:00:00
M13871,1214.8,2014-08-31 12:00:00
M13871,1310.3,2014-09-30 12:00:00
M13871,1337.5,2014-10-31 12:00:00
M13871,1311.2,2014-11-30 12:00:00
M13871,1343.0,2014-12-31 12:00:00
M13871,1508.2,2015-01-31 12:00:00
M13871,1451.9,2015-02-28 12:00:00
M13871,1349.9,2015-03-31 12:00:00
M13871,1444.7,2015-04-30 12:00:00
M13871,1275.4,2015-05-31 12:00:00
M13871,1302.7,2015-06-30 12:00:00
M13871,1322.4,2015-07-31 12:00:00
M13871,1287.2,2015-08-31 12:00:00
M13871,1379.4,2015-09-30 12:00:00
M13871,1410.5,2015-10-31 12:00:00
M13871,1420.7,2015-11-30 12:00:00
M13871,1357.4,2015-12-31 12:00:00
M13871,1482.2,2016-01-31 12:00:00
M13871,1514.6,2016-02-29 12:00:00
M13871,1395.7,2016-03-31 12:00:00
M13871,1321.3,2016-04-30 12:00:00
M13871,1303.6,2016-05-31 12:00:00
M13871,1345.5,2016-06-30 12:00:00
M13871,1340.1,2016-07-31 12:00:00
M13892,6859.46,2010-12-31 12:00:00
M13892,6941.2,2011-01-31 12:00:00
M13892,6852.43,2011-02-28 12:00:00
M13892,6917.83,2011-03-31 12:00:00
M13892,6964.84,2011-04-30 12:00:00
M13892,7023.81,2011-05-31 12:00:00
M13892,7130.01,2011-06-30 12:00:00
M13892,7237.17,2011-07-31 12:00:00
M13892,7262.84,2011-08-31 12:00:00
M13892,7444.4,2011-09-30 12:00:00
M13892,7277.19,2011-10-31 12:00:00
M13892,7338.49,2011-11-30 12:00:00
M13892,7423.12,2011-12-31 12:00:00
M13892,7365.28,2012-01-31 12:00:00
M13892,7353.75,2012-02-29 12:00:00
M13892,7529.12,2012-03-31 12:00:00
M13892,7574.41,2012-04-30 12:00:00
M13892,7603.44,2012-05-31 12:00:00
M13892,7710.93,2012-06-30 12:00:00
M13892,7639.4,2012-07-31 12:00:00
M13892,7489.21,2012-08-31 12:00:00
M13892,7668.24,2012-09-30 12:00:00
M13892,7664.72,2012-10-31 12:00:00
M13892,7737.52,2012-11-30 12:00:00
M13892,7620.4,2012-12-31 12:00:00
M13892,7627.36,2013-01-31 12:00:00
M13892,7622.85,2013-02-28 12:00:00
M13892,7798.58,2013-03-31 12:00:00
M13892,8009.75,2013-04-30 12:00:00
M13892,7978.46,2013-05-31 12:00:00
M13892,8086.61,2013-06-30 12:00:00
M13892,8037.15,2013-07-31 12:00:00
M13892,8001.78,2013-08-31 12:00:00
M13892,8217.29,2013-09-30 12:00:00
M13892,8178.25,2013-10-31 12:00:00
M13892,8196.43,2013-11-30 12:00:00
M13892,8071.96,2013-12-31 12:00:00
M13892,7917.89,2014-01-31 12:00:00
M13892,7986.19,2014-02-28 12:00:00
M13892,8054.41,2014-03-31 12:00:00
M13892,8063.07,2014-04-30 12:00:00
M13892,8098.62,2014-05-31 12:00:00
M13892,8236.82,2014-06-30 12:00:00
M13892,8282.0,2014-07-31 12:00:00
M13892,8241.29,2014-08-31 12:00:00
M13892,8161.63,2014-09-30 12:00:00
M13892,8051.76,2014-10-31 12:00:00
M13892,8156.79,2014-11-30 12:00:00
M13892,7886.04,2014-12-31 12:00:00
M13892,8037.82,2015-01-31 12:00:00
M13892,8057.57,2015-02-28 12:00:00
M13892,8148.2,2015-03-31 12:00:00
M13892,8100.46,2015-04-30 12:00:00
M13892,8093.35,2015-05-31 12:00:00
M13892,8073.47,2015-06-30 12:00:00
M13892,7996.95,2015-07-31 12:00:00
M13892,7888.48,2015-08-31 12:00:00
M13892,8021.26,2015-09-30 12:00:00
M13892,7964.59,2015-10-31 12:00:00
M13892,8130.69,2015-11-30 12:00:00
M13892,8031.26,2015-12-31 12:00:00
M13892,8074.91,2016-01-31 12:00:00
M13892,8410.78,2016-02-29 12:00:00
M13892,8593.75,2016-03-31 12:00:00
M13892,8557.43,2016-04-30 12:00:00
M13892,8541.76,2016-05-31 12:00:00
M13892,8751.0,2016-06-30 12:00:00
M13892,8553.9,2016-07-31 12:00:00
M13892,8496.17,2016-08-31 12:00:00
M14051,999.36,2008-09-30 12:00:00
M14051,974.15,2008-10-31 12:00:00
M14051,1046.12,2008-11-30 12:00:00
M14051,991.85,2008-12-31 12:00:00
M14051,1099.63,2009-01-31 12:00:00
M14051,1135.07,2009-02-28 12:00:00
M14051,1078.09,2009-03-31 12:00:00
M14051,1055.77,2009-04-30 12:00:00
M14051,1073.75,2009-05-31 12:00:00
M14051,1046.91,2009-06-30 12:00:00
M14051,1049.31,2009-07-31 12:00:00
M14051,1153.09,2009-08-31 12:00:00
M14051,1167.85,2009-09-30 12:00:00
M14051,1195.84,2009-10-31 12:00:00
M14051,1261.29,2009-11-30 12:00:00
M14051,1255.41,2009-12-31 12:00:00
M14051,1279.66,2010-01-31 12:00:00
M14051,1346.69,2010-02-28 12:00:00
M14051,1348.26,2010-03-31 12:00:00
M14051,1420.21,2010-04-30 12:00:00
M14051,1573.85,2010-05-31 12:00:00
M14051,1606.29,2010-06-30 12:00:00
M14051,1456.37,2010-07-31 12:00:00
M14051,1552.45,2010-08-31 12:00:00
M14051,1507.58,2010-09-30 12:00:00
M14051,1504.81,2010-10-31 12:00:00
M14051,1628.35,2010-11-30 12:00:00
M14051,1621.0,2010-12-31 12:00:00
M14051,1524.28,2011-01-31 12:00:00
M14051,1569.64,2011-02-28 12:00:00
M14051,1557.18,2011-03-31 12:00:00
M14051,1573.44,2011-04-30 12:00:00
M14051,1628.54,2011-05-31 12:00:00
M14051,1597.45,2011-06-30 12:00:00
M14051,1706.39,2011-07-31 12:00:00
M14051,1846.87,2011-08-31 12:00:00
M14051,1814.3,2011-09-30 12:00:00
M14051,1819.46,2011-10-31 12:00:00
M14051,1879.84,2011-11-30 12:00:00
M14051,1846.03,2011-12-31 12:00:00
M14051,1950.56,2012-01-31 12:00:00
M14051,1956.54,2012-02-29 12:00:00
M14051,1866.28,2012-03-31 12:00:00
M14051,1895.56,2012-04-30 12:00:00
M14051,1930.57,2012-05-31 12:00:00
M14051,1902.48,2012-06-30 12:00:00
M14051,1994.19,2012-07-31 12:00:00
M14051,1977.76,2012-08-31 12:00:00
M14051,2033.37,2012-09-30 12:00:00
M14051,1969.1,2012-10-31 12:00:00
M14051,1974.86,2012-11-30 12:00:00
M14051,1886.3,2012-12-31 12:00:00
M14051,1849.47,2013-01-31 12:00:00
M14051,1832.22,2013-02-28 12:00:00
M14051,1884.47,2013-03-31 12:00:00
M14051,1739.8,2013-04-30 12:00:00
M14051,1691.05,2013-05-31 12:00:00
M14051,1508.25,2013-06-30 12:00:00
M14051,1586.11,2013-07-31 12:00:00
M14051,1644.77,2013-08-31 12:00:00
M14051,1564.52,2013-09-30 12:00:00
M14051,1544.86,2013-10-31 12:00:00
M14051,1480.1,2013-11-30 12:00:00
M14051,1437.53,2013-12-31 12:00:00
M14051,1499.3,2014-01-31 12:00:00
M14051,1524.32,2014-02-28 12:00:00
M14051,1506.15,2014-03-31 12:00:00
M14051,1500.48,2014-04-30 12:00:00
M14051,1489.49,2014-05-31 12:00:00
M14254,2774.85,2000-06-30 12:00:00
M14254,2312.04,2000-07-31 12:00:00
M14254,2490.98,2000-08-31 12:00:00
M14254,2408.82,2000-09-30 12:00:00
M14254,2424.33,2000-10-31 12:00:00
M14254,2778.22,2000-11-30 12:00:00
M14254,2571.17,2000-12-31 12:00:00
M14254,2458.97,2001-01-31 12:00:00
M14254,2459.24,2001-02-28 12:00:00
M14254,2826.26,2001-03-31 12:00:00
M14254,2334.62,2001-04-30 12:00:00
M14254,2732.88,2001-05-31 12:00:00
M14254,2800.98,2001-06-30 12:00:00
M14254,2791.25,2001-07-31 12:00:00
M14254,2948.17,2001-08-31 12:00:00
M14254,2425.48,2001-09-30 12:00:00
M14254,2649.33,2001-10-31 12:00:00
M14254,2830.27,2001-11-30 12:00:00
M14254,2721.19,2001-12-31 12:00:00
M14254,2334.32,2002-01-31 12:00:00
M14254,2511.26,2002-02-28 12:00:00
M14254,3255.25,2002-03-31 12:00:00
M14254,2716.73,2002-04-30 12:00:00
M14254,3151.54,2002-05-31 12:00:00
M14254,2917.23,2002-06-30 12:00:00
M14254,3187.78,2002-07-31 12:00:00
M14254,3416.7,2002-08-31 12:00:00
M14254,2689.74,2002-09-30 12:00:00
M14254,2761.81,2002-10-31 12:00:00
M14254,2786.29,2002-11-30 12:00:00
M14254,2786.14,2002-12-31 12:00:00
M14254,2782.47,2003-01-31 12:00:00
M14254,2914.39,2003-02-28 12:00:00
M14254,3364.73,2003-03-31 12:00:00
M14254,2754.7,2003-04-30 12:00:00
M14254,2909.27,2003-05-31 12:00:00
M14254,3045.65,2003-06-30 12:00:00
M14254,3114.68,2003-07-31 12:00:00
M14254,2554.83,2003-08-31 12:00:00
M14254,2559.67,2003-09-30 12:00:00
M14254,2835.21,2003-10-31 12:00:00
M14254,2678.46,2003-11-30 12:00:00
M14254,3034.55,2003-12-31 12:00:00
M14254,2525.89,2004-01-31 12:00:00
M14254,2574.19,2004-02-29 12:00:00
M14254,3298.68,2004-03-31 12:00:00
M14254,2890.52,2004-04-30 12:00:00
M14254,2784.26,2004-05-31 12:00:00
M14254,2891.07,2004-06-30 12:00:00
M14254,2664.88,2004-07-31 12:00:00
M14254,2699.76,2004-08-31 12:00:00
M14254,2595.66,2004-09-30 12:00:00
M14254,3073.13,2004-10-31 12:00:00
M14254,3190.16,2004-11-30 12:00:00
M14254,2265.79,2004-12-31 12:00:00
M14254,2624.38,2005-01-31 12:00:00
M14254,2944.76,2005-02-28 12:00:00
M14254,2693.57,2005-03-31 12:00:00
M14254,2842.36,2005-04-30 12:00:00
M14254,2563.44,2005-05-31 12:00:00
M14254,2457.96,2005-06-30 12:00:00
M14254,2532.07,2005-07-31 12:00:00
M14254,2651.5,2005-08-31 12:00:00
M14254,2433.85,2005-09-30 12:00:00
M14254,2702.27,2005-10-31 12:00:00
M14254,2733.36,2005-11-30 12:00:00
M14254,2339.17,2005-12-31 12:00:00
M14254,2417.84,2006-01-31 12:00:00
M14254,2907.66,2006-02-28 12:00:00
M14264,1812.0,2000-06-30 12:00:00
M14264,1976.0,2000-07-31 12:00:00
M14264,1918.0,2000-08-31 12:00:00
M14264,1884.0,2000-09-30 12:00:00
M14264,1940.0,2000-10-31 12:00:00
M14264,1929.0,2000-11-30 12:00:00
M14264,1838.0,2000-12-31 12:00:00
M14264,2020.0,2001-01-31 12:00:00
M14264,2148.0,2001-02-28 12:00:00
M14264,2083.0,2001-03-31 12:00:00
M14264,1928.0,2001-04-30 12:00:00
M14264,1898.0,2001-05-31 12:00:00
M14264,1903.0,2001-06-30 12:00:00
M14264,1905.0,2001-07-31 12:00:00
M14264,1902.0,2001-08-31 12:00:00
M14264,1840.0,2001-09-30 12:00:00
M14264,1906.0,2001-10-31 12:00:00
M14264,1928.0,2001-11-30 12:00:00
M14264,1893.0,2001-12-31 12:00:00
M14264,1950.0,2002-01-31 12:00:00
M14264,1972.0,2002-02-28 12:00:00
M14264,2035.0,2002-03-31 12:00:00
M14264,2086.0,2002-04-30 12:00:00
M14264,2110.0,2002-05-31 12:00:00
M14264,2049.0,2002-06-30 12:00:00
M14264,1975.0,2002-07-31 12:00:00
M14264,2186.0,2002-08-31 12:00:00
M14264,1974.0,2002-09-30 12:00:00
M14264,1909.0,2002-10-31 12:00:00
M14264,1941.0,2002-11-30 12:00:00
M14264,1930.0,2002-12-31 12:00:00
M14264,1921.0,2003-01-31 12:00:00
M14264,1924.0,2003-02-28 12:00:00
M14264,1883.0,2003-03-31 12:00:00
M14264,1937.0,2003-04-30 12:00:00
M14264,1952.0,2003-05-31 12:00:00
M14264,1989.0,2003-06-30 12:00:00
M14264,2175.0,2003-07-31 12:00:00
M14264,2255.0,2003-08-31 12:00:00
M14264,2250.0,2003-09-30 12:00:00
M14264,2239.0,2003-10-31 12:00:00
M14264,2345.0,2003-11-30 12:00:00
M14264,2238.0,2003-12-31 12:00:00
M14264,2077.0,2004-01-31 12:00:00
M14264,2138.0,2004-02-29 12:00:00
M14264,2243.0,2004-03-31 12:00:00
M14264,2138.0,2004-04-30 12:00:00
M14264,2183.0,2004-05-31 12:00:00
M14264,2170.0,2004-06-30 12:00:00
M14264,2175.0,2004-07-31 12:00:00
M14264,2129.0,2004-08-31 12:00:00
M14264,2132.0,2004-09-30 12:00:00
M14264,2187.0,2004-10-31 12:00:00
M14264,2123.0,2004-11-30 12:00:00
M14264,2260.0,2004-12-31 12:00:00
M14264,2254.0,2005-01-31 12:00:00
M14264,2226.0,2005-02-28 12:00:00
M14264,2157.0,2005-03-31 12:00:00
M14264,2126.0,2005-04-30 12:00:00
M14264,2124.0,2005-05-31 12:00:00
M14264,2138.0,2005-06-30 12:00:00
M14264,2071.0,2005-07-31 12:00:00
M14264,2014.0,2005-08-31 12:00:00
M14264,2058.0,2005-09-30 12:00:00
M14264,2048.0,2005-10-31 12:00:00
M14264,2031.0,2005-11-30 12:00:00
M14264,2104.0,2005-12-31 12:00:00
M14264,2049.0,2006-01-31 12:00:00
M14264,2019.0,2006-02-28 12:00:00
M14293,12273.0,2000-06-30 12:00:00
M14293,12462.0,2000-07-31 12:00:00
M14293,12569.0,2000-08-31 12:00:00
M14293,12489.0,2000-09-30 12:00:00
M14293,12642.0,2000-10-31 12:00:00
M14293,12834.0,2000-11-30 12:00:00
M14293,13068.0,2000-12-31 12:00:00
M14293,13087.0,2001-01-31 12:00:00
M14293,13368.0,2001-02-28 12:00:00
M14293,13377.0,2001-03-31 12:00:00
M14293,13579.0,2001-04-30 12:00:00
M14293,13393.0,2001-05-31 12:00:00
M14293,13301.0,2001-06-30 12:00:00
M14293,13301.0,2001-07-31 12:00:00
M14293,13415.0,2001-08-31 12:00:00
M14293,13607.0,2001-09-30 12:00:00
M14293,13574.0,2001-10-31 12:00:00
M14293,13746.0,2001-11-30 12:00:00
M14293,13769.0,2001-12-31 12:00:00
M14293,13956.0,2002-01-31 12:00:00
M14293,13896.0,2002-02-28 12:00:00
M14293,14006.0,2002-03-31 12:00:00
M14293,13994.0,2002-04-30 12:00:00
M14293,14220.0,2002-05-31 12:00:00
M14293,14267.0,2002-06-30 12:00:00
M14293,14320.0,2002-07-31 12:00:00
M14293,14364.0,2002-08-31 12:00:00
M14293,14691.0,2002-09-30 12:00:00
M14293,14686.0,2002-10-31 12:00:00
M14293,14859.0,2002-11-30 12:00:00
M14293,14732.0,2002-12-31 12:00:00
M14293,14942.0,2003-01-31 12:00:00
M14293,14972.0,2003-02-28 12:00:00
M14293,15002.0,2003-03-31 12:00:00
M14293,15070.0,2003-04-30 12:00:00
M14293,15218.0,2003-05-31 12:00:00
M14293,15178.0,2003-06-30 12:00:00
M14293,15316.0,2003-07-31 12:00:00
M14293,15300.0,2003-08-31 12:00:00
M14293,15321.0,2003-09-30 12:00:00
M14293,15196.0,2003-10-31 12:00:00
M14293,15538.0,2003-11-30 12:00:00
M14293,15391.0,2003-12-31 12:00:00
M14293,15911.0,2004-01-31 12:00:00
M14293,16123.0,2004-02-29 12:00:00
M14293,16023.0,2004-03-31 12:00:00
M14293,16085.0,2004-04-30 12:00:00
M14293,16155.0,2004-05-31 12:00:00
M14293,16192.0,2004-06-30 12:00:00
M14293,15935.0,2004-07-31 12:00:00
M14293,16100.0,2004-08-31 12:00:00
M14293,16205.0,2004-09-30 12:00:00
M14293,16261.0,2004-10-31 12:00:00
M14293,16393.0,2004-11-30 12:00:00
M14293,16360.0,2004-12-31 12:00:00
M14293,16199.0,2005-01-31 12:00:00
M14293,16400.0,2005-02-28 12:00:00
M14293,16570.0,2005-03-31 12:00:00
M14293,16840.0,2005-04-30 12:00:00
M14293,16734.0,2005-05-31 12:00:00
M14293,16754.0,2005-06-30 12:00:00
M14293,16844.0,2005-07-31 12:00:00
M14293,17007.0,2005-08-31 12:00:00
M14293,17012.0,2005-09-30 12:00:00
M14293,17240.0,2005-10-31 12:00:00
M14293,17084.0,2005-11-30 12:00:00
M14293,17243.0,2005-12-31 12:00:00
M14293,17295.0,2006-01-31 12:00:00
M14293,17436.0,2006-02-28 12:00:00
M14296,4991.39,2000-06-30 12:00:00
M14296,3499.1,2000-07-31 12:00:00
M14296,2542.94,2000-08-31 12:00:00
M14296,2306.07,2000-09-30 12:00:00
M14296,2649.56,2000-10-31 12:00:00
M14296,3005.61,2000-11-30 12:00:00
M14296,2445.38,2000-12-31 12:00:00
M14296,2083.73,2001-01-31 12:00:00
M14296,2390.46,2001-02-28 12:00:00
M14296,2809.56,2001-03-31 12:00:00
M14296,2277.63,2001-04-30 12:00:00
M14296,3440.89,2001-05-31 12:00:00
M14296,4109.56,2001-06-30 12:00:00
M14296,4254.49,2001-07-31 12:00:00
M14296,3560.31,2001-08-31 12:00:00
M14296,3424.71,2001-09-30 12:00:00
M14296,3950.35,2001-10-31 12:00:00
M14296,4738.72,2001-11-30 12:00:00
M14296,3671.65,2001-12-31 12:00:00
M14296,3187.61,2002-01-31 12:00:00
M14296,3231.08,2002-02-28 12:00:00
M14296,3036.74,2002-03-31 12:00:00
M14296,3535.16,2002-04-30 12:00:00
M14296,3882.82,2002-05-31 12:00:00
M14296,5490.73,2002-06-30 12:00:00
M14296,4313.86,2002-07-31 12:00:00
M14296,5942.8,2002-08-31 12:00:00
M14296,4465.34,2002-09-30 12:00:00
M14296,4254.0,2002-10-31 12:00:00
M14296,5861.93,2002-11-30 12:00:00
M14296,4598.09,2002-12-31 12:00:00
M14296,4016.29,2003-01-31 12:00:00
M14296,4389.22,2003-02-28 12:00:00
M14296,5307.29,2003-03-31 12:00:00
M14296,6090.81,2003-04-30 12:00:00
M14296,6483.52,2003-05-31 12:00:00
M14296,6284.02,2003-06-30 12:00:00
M14296,6346.75,2003-07-31 12:00:00
M14296,8029.21,2003-08-31 12:00:00
M14296,5729.43,2003-09-30 12:00:00
M14296,7966.36,2003-10-31 12:00:00
M14296,9721.47,2003-11-30 12:00:00
M14296,3825.57,2003-12-31 12:00:00
M14296,5406.1,2004-01-31 12:00:00
M14296,6241.98,2004-02-29 12:00:00
M14296,4926.41,2004-03-31 12:00:00
M14296,12513.06,2004-04-30 12:00:00
M14296,5811.2,2004-05-31 12:00:00
M14296,6215.87,2004-06-30 12:00:00
M14296,6460.11,2004-07-31 12:00:00
M14296,4725.17,2004-08-31 12:00:00
M14296,5179.77,2004-09-30 12:00:00
M14296,6143.02,2004-10-31 12:00:00
M14296,6486.25,2004-11-30 12:00:00
M14296,3883.3,2004-12-31 12:00:00
M14296,4424.36,2005-01-31 12:00:00
M14296,8363.1,2005-02-28 12:00:00
M14296,5474.49,2005-03-31 12:00:00
M14296,6923.59,2005-04-30 12:00:00
M14296,7362.2,2005-05-31 12:00:00
M14296,6554.69,2005-06-30 12:00:00
M14296,18325.71,2005-07-31 12:00:00
M14296,5935.23,2005-08-31 12:00:00
M14296,7049.96,2005-09-30 12:00:00
M14296,6609.8,2005-10-31 12:00:00
M14296,7916.68,2005-11-30 12:00:00
M14296,20052.49,2005-12-31 12:00:00
M14296,5441.8,2006-01-31 12:00:00
M14296,6904.2,2006-02-28 12:00:00
M14304,1771.36,2010-11-30 12:00:00
M14304,2237.08,2010-12-31 12:00:00
M14304,2533.51,2011-01-31 12:00:00
M14304,2036.13,2011-02-28 12:00:00
M14304,3052.42,2011-03-31 12:00:00
M14304,2409.09,2011-04-30 12:00:00
M14304,2296.21,2011-05-31 12:00:00
M14304,2646.23,2011-06-30 12:00:00
M14304,2399.21,2011-07-31 12:00:00
M14304,2893.27,2011-08-31 12:00:00
M14304,1920.9,2011-09-30 12:00:00
M14304,2553.47,2011-10-31 12:00:00
M14304,2291.16,2011-11-30 12:00:00
M14304,2117.89,2011-12-31 12:00:00
M14304,2255.42,2012-01-31 12:00:00
M14304,2038.06,2012-02-29 12:00:00
M14304,2819.02,2012-03-31 12:00:00
M14304,2750.69,2012-04-30 12:00:00
M14304,2916.85,2012-05-31 12:00:00
M14304,2528.96,2012-06-30 12:00:00
M14304,2084.34,2012-07-31 12:00:00
M14304,2430.48,2012-08-31 12:00:00
M14304,2481.65,2012-09-30 12:00:00
M14304,2633.65,2012-10-31 12:00:00
M14304,2017.97,2012-11-30 12:00:00
M14304,2166.41,2012-12-31 12:00:00
M14304,2063.5,2013-01-31 12:00:00
M14304,2159.98,2013-02-28 12:00:00
M14304,2116.46,2013-03-31 12:00:00
M14304,2894.3,2013-04-30 12:00:00
M14304,2144.95,2013-05-31 12:00:00
M14304,2219.06,2013-06-30 12:00:00
M14304,2419.42,2013-07-31 12:00:00
M14304,2981.55,2013-08-31 12:00:00
M14304,4168.43,2013-09-30 12:00:00
M14304,4688.68,2013-10-31 12:00:00
M14304,3931.86,2013-11-30 12:00:00
M14304,2907.1,2013-12-31 12:00:00
M14304,3564.71,2014-01-31 12:00:00
M14304,3933.3,2014-02-28 12:00:00
M14304,2131.99,2014-03-31 12:00:00
M14304,3657.63,2014-04-30 12:00:00
M14304,2931.45,2014-05-31 12:00:00
M14304,2669.66,2014-06-30 12:00:00
M14304,2898.62,2014-07-31 12:00:00
M14304,2855.32,2014-08-31 12:00:00
M14304,2859.2,2014-09-30 12:00:00
M14304,4709.74,2014-10-31 12:00:00
M14304,2361.3,2014-11-30 12:00:00
M14304,2512.99,2014-12-31 12:00:00
M14304,2567.44,2015-01-31 12:00:00
M14304,3700.26,2015-02-28 12:00:00
